"Record.number","In-refID","IndividualID","Predator","Predator.common.name","Predator.taxon","Predator.lifestage","Type.of.feeding.interaction","Predator.mass","Prey","Prey.common.name","Prey.taxon","Prey.mass","Prey.mass.unit","Location"
31700,6324,16690,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.31E-001,"copepod","copepod","ectotherm invertebrate",6.97E-005,"g","Antarctic Peninsula"
31701,6327,16691,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Ctenocalanus sp.","copepod","ectotherm invertebrate",1.33E-006,"g","Antarctic Peninsula"
31702,6329,16692,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.07E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.16E-006,"g","Antarctic Peninsula"
31703,6340,16693,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.15E-001,"calanoid egg","copepod egg","egg",6.45E-007,"g","Antarctic Peninsula"
31704,6340,16693,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.15E-001,"calanoid egg","copepod egg","egg",7.13E-007,"g","Antarctic Peninsula"
31705,6340,16693,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.15E-001,"calanoid egg","copepod egg","egg",7.81E-007,"g","Antarctic Peninsula"
31706,6343,16694,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.10E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.82E-007,"g","Antarctic Peninsula"
31707,6348,16695,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.24E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.79E-006,"g","Antarctic Peninsula"
31708,6351,16696,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",9.43E-002,"calanoid egg","copepod egg","egg",6.45E-007,"g","Antarctic Peninsula"
31709,6358,16697,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.42E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.17E-007,"g","Antarctic Peninsula"
31710,6359,16698,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.42E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.68E-007,"g","Antarctic Peninsula"
31711,6360,16699,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.18E-001,"Limacina helicina","pteropod","ectotherm invertebrate",7.76E-007,"g","Antarctic Peninsula"
31712,6363,16700,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.12E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.99E-007,"g","Antarctic Peninsula"
31713,6365,16701,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.03E-001,"copepod","copepod","ectotherm invertebrate",2.54E-007,"g","Antarctic Peninsula"
31714,6365,16701,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.03E-001,"copepod","copepod","ectotherm invertebrate",3.55E-007,"g","Antarctic Peninsula"
31715,6367,16702,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.11E-001,"calanoid egg","copepod egg","egg",7.13E-007,"g","Antarctic Peninsula"
31716,6367,16702,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.11E-001,"calanoid egg","copepod egg","egg",7.81E-007,"g","Antarctic Peninsula"
31717,6369,16703,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.15E-001,"Limacina helicina","pteropod","ectotherm invertebrate",3.55E-007,"g","Antarctic Peninsula"
31718,6369,16703,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.15E-001,"Oncaea sp.","copepod","ectotherm invertebrate",8.20E-007,"g","Antarctic Peninsula"
31719,6370,16704,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.11E-001,"Oncaea sp.","copepod","ectotherm invertebrate",7.60E-007,"g","Antarctic Peninsula"
31720,6370,16704,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.11E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.02E-006,"g","Antarctic Peninsula"
31721,6370,16704,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.11E-001,"Oncaea sp.","copepod","ectotherm invertebrate",2.11E-006,"g","Antarctic Peninsula"
31722,6370,16704,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.11E-001,"Oncaea sp.","copepod","ectotherm invertebrate",2.22E-006,"g","Antarctic Peninsula"
31723,6370,16704,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.11E-001,"Oncaea sp.","copepod","ectotherm invertebrate",2.59E-006,"g","Antarctic Peninsula"
31724,6372,16705,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.07E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.26E-007,"g","Antarctic Peninsula"
31725,6372,16705,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.07E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31726,6372,16705,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.07E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.17E-007,"g","Antarctic Peninsula"
31727,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oithona sp.","copepod","ectotherm invertebrate",2.44E-007,"g","Antarctic Peninsula"
31728,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oithona sp.","copepod","ectotherm invertebrate",3.74E-007,"g","Antarctic Peninsula"
31729,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oithona sp.","copepod","ectotherm invertebrate",3.95E-007,"g","Antarctic Peninsula"
31730,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.49E-007,"g","Antarctic Peninsula"
31731,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oithona sp.","copepod","ectotherm invertebrate",9.83E-007,"g","Antarctic Peninsula"
31732,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oncaea sp.","copepod","ectotherm invertebrate",2.26E-007,"g","Antarctic Peninsula"
31733,6374,16706,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.33E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.09E-006,"g","Antarctic Peninsula"
31734,6375,16707,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.14E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31735,6375,16707,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.14E-001,"Oithona sp.","copepod","ectotherm invertebrate",2.01E-006,"g","Antarctic Peninsula"
31736,6375,16707,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.14E-001,"Oithona sp.","copepod","ectotherm invertebrate",2.17E-006,"g","Antarctic Peninsula"
31737,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",2.12E-007,"g","Antarctic Peninsula"
31738,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",2.44E-007,"g","Antarctic Peninsula"
31739,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",3.74E-007,"g","Antarctic Peninsula"
31740,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",3.74E-007,"g","Antarctic Peninsula"
31741,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",4.62E-007,"g","Antarctic Peninsula"
31742,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",5.10E-007,"g","Antarctic Peninsula"
31743,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oithona sp.","copepod","ectotherm invertebrate",9.15E-007,"g","Antarctic Peninsula"
31744,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.51E-007,"g","Antarctic Peninsula"
31745,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.51E-007,"g","Antarctic Peninsula"
31746,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.99E-007,"g","Antarctic Peninsula"
31747,6376,16708,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.16E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.50E-006,"g","Antarctic Peninsula"
31748,6377,16709,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.68E-007,"g","Antarctic Peninsula"
31749,6377,16709,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31750,6377,16709,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.17E-007,"g","Antarctic Peninsula"
31751,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",5.86E-007,"g","Antarctic Peninsula"
31752,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",6.68E-007,"g","Antarctic Peninsula"
31753,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",6.68E-007,"g","Antarctic Peninsula"
31754,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",7.26E-007,"g","Antarctic Peninsula"
31755,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",7.56E-007,"g","Antarctic Peninsula"
31756,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31757,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31758,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",8.17E-007,"g","Antarctic Peninsula"
31759,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",8.17E-007,"g","Antarctic Peninsula"
31760,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",8.49E-007,"g","Antarctic Peninsula"
31761,6378,16710,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",9.66E-002,"Oithona sp.","copepod","ectotherm invertebrate",9.15E-007,"g","Antarctic Peninsula"
31762,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.26E-007,"g","Antarctic Peninsula"
31763,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31764,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31765,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oithona sp.","copepod","ectotherm invertebrate",8.49E-007,"g","Antarctic Peninsula"
31766,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oncaea sp.","copepod","ectotherm invertebrate",3.83E-007,"g","Antarctic Peninsula"
31767,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oncaea sp.","copepod","ectotherm invertebrate",8.20E-007,"g","Antarctic Peninsula"
31768,6380,16711,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.45E-001,"Oncaea sp.","copepod","ectotherm invertebrate",8.20E-007,"g","Antarctic Peninsula"
31769,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.67E-001,"Tintinnid","Unicellular ciliate","ectotherm invertebrate",1.16E-006,"g","Antarctic Peninsula"
31770,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.56E-007,"g","Antarctic Peninsula"
31771,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31772,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",3.83E-007,"g","Antarctic Peninsula"
31773,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.05E-007,"g","Antarctic Peninsula"
31774,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",7.60E-007,"g","Antarctic Peninsula"
31775,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.09E-006,"g","Antarctic Peninsula"
31776,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.50E-006,"g","Antarctic Peninsula"
31777,6381,16712,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.67E-001,"Oncaea sp.","copepod","ectotherm invertebrate",2.22E-006,"g","Antarctic Peninsula"
31778,6383,16713,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.71E-001,"copepod nauplius","copepod nauplius","ectotherm invertebrate",2.37E-007,"g","Antarctic Peninsula"
31779,6383,16713,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","planktivorous",1.71E-001,"copepod nauplius","copepod nauplius","ectotherm invertebrate",6.09E-007,"g","Antarctic Peninsula"
31780,6383,16713,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.71E-001,"Oncaea sp.","copepod","ectotherm invertebrate",9.48E-007,"g","Antarctic Peninsula"
31781,6384,16714,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.19E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31782,6384,16714,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.19E-001,"Oncaea sp.","copepod","ectotherm invertebrate",5.05E-007,"g","Antarctic Peninsula"
31783,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",5.86E-007,"g","Antarctic Peninsula"
31784,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.13E-007,"g","Antarctic Peninsula"
31785,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.40E-007,"g","Antarctic Peninsula"
31786,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.68E-007,"g","Antarctic Peninsula"
31787,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.26E-007,"g","Antarctic Peninsula"
31788,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.86E-007,"g","Antarctic Peninsula"
31789,6385,16715,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oncaea sp.","copepod","ectotherm invertebrate",1.79E-006,"g","Antarctic Peninsula"
31790,6386,16716,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",6.96E-007,"g","Antarctic Peninsula"
31791,6386,16716,"Nototheniops larseni","Antarctic fish","ectotherm vertebrate","larva","predacious",1.52E-001,"Oithona sp.","copepod","ectotherm invertebrate",7.26E-007,"g","Antarctic Peninsula"
